,Job Title,Location,Date,Link,Job Description,Other Job Attributes
2113,Earn Up To $17/hr - Be Your Own Boss - DoorDash Driver,N/A,Jan 31,https://houston.craigslist.org/lab/d/houston-earn-up-to-17-hr-be-your-own/7270411555.html,"

QR Code Link to This Post


No passengers. No bosses. Just you, your tunes, and the road. Sign up now and start making money!","
compensation: 17.0

employment type: part-time

"
2114,WORK FROM HOME,N/A,Jan 31,https://houston.craigslist.org/mar/d/houston-work-from-home/7270411845.html,"

QR Code Link to This Post


Risk-free home based business opportunity with possible monthly income of $10K+. It is a simple marketing job for a Japanese health and wellness company with capital of $4.5 million and integrity. Flexible schedule is available. No educational background, no experience are required, we have a free training system for beginners. Perfect job to earn side income. Great opportunity if you love to work from home. 

We have an opportunity presentation on zoom. Contact me for the schedule of the presentation.


******* 日本語 *******

安全な在宅ワーク。完全リスクフリーのマーケティングビジネスのご案内。

月収100万円も夢じゃない！信頼ある資本金4億8千万円の日本健康企業からのシンプルなマーケティングビジネスです。サイドビジネス可。学歴や職歴は問いません。初心者の方のために無料ビジネストレーニングも充実しています！副収入を得るのに最適なビジネスで、自宅でお仕事されたい方にはこの上ないチャンスです！

随時、ズームにて事業説明会を行っています。参加希望の方は私の方までご連絡ください。    ","
compensation: Commission Based

employment type: employee's choice

telecommuting ok

"
2115,READY MIX CONCRETE TRUCK / MIXER TRUCK ( CDL RQD ),HOCKLEY,Jan 30,https://houston.craigslist.org/trp/d/hockley-ready-mix-concrete-truck-mixer/7270402764.html,"

QR Code Link to This Post


PREMIX READYMIX LLC
We are looking for CDL drivers with Experience in: OPERATING/DRIVING MIXER TRUCKS.
Requirements: Commercial Driver's License and lots of energy to work and grow with us.
If interested contact us via:
email: pbundick@premixreadymix.com 
phone or WhatsApp: 346-732-2140
so we can give you an aplication to fill out.

You are welcome to come by the office and fill out an application as well!
28507 Old Washington Rd, Hockley TX 77447
Office hours: Monday-Friday 9am-5pm

Bring your CDL and Medical Card with you. We pay Weekly

*****SERIOUS INQUIRIES ONLY*****

PREMIX READYMIX  LLC
Solicitamos CONDUCTORES con CDL para poder manejar y operar  CAMIONES MIXERS con experiencia.
Requisitos: Tener Licencia Comercial vigente y ganas de CRECER con nosotros.

Si estas interesado, favor de contactarnos por:
email: pbundick@premixreadymix.com 
phone or WhatsApp: 346-732-2140
para poderte enviar la solicitud de empleo.

¡También puedes pasar por nuestra planta para llenar aplicación! ¡NO NECESITAS HABLAR INGLES, hablamos ESPAÑOL!
28507 Old Washington Rd, Hockley TX 77447
Horarios: Lunes a Viernes 9am-5pm

Traer su Licencia de conducir CDL y tarjeta medica!
","
compensation: $20 to $24 / hr depending on experience.

employment type: full-time

"
2116,✭Deliver with DoorDash and Earn Up to $17 /Hr✭,N/A,Jan 30,https://houston.craigslist.org/lab/d/houston-deliver-with-doordash-and-earn/7270383436.html,"

QR Code Link to This Post


No passengers. No bosses. Just you, your tunes, and the road. Sign up now and start making money!","
compensation: 17.0

employment type: part-time

"
2117,Solicito chofer con licencia clase A,HOUSTON,Jan 30,https://houston.craigslist.org/trp/d/houston-solicito-chofer-con-licencia/7270383797.html,"

QR Code Link to This Post


Solicito chofer con licencia clase A, para manejar por todo el pais con caja seca, 
se requiere minimo un año de experiencia.    ","
compensation: se paga por milla

employment type: full-time

"
2118,Licenced Real Estate Assistant,Houston,Jan 30,https://houston.craigslist.org/rej/d/houston-licenced-real-estate-assistant/7270379940.html,"

QR Code Link to This Post


Licenced Real Estate Assistant with experience and active Texas licence
Full Time Monday-Friday 10am-6pm
$15/hour 40 hours/week

Send your resume via text, whatsapp or email ONLY, do not call
Elux Realty    ","
compensation: $15/hour 40 hours per week

employment type: full-time

"
2119,Personal Assistant/Bookkeeper,Spring,Jan 30,https://houston.craigslist.org/ofc/d/spring-personal-assistant-bookkeeper/7270379320.html,"

QR Code Link to This Post


Personal Assistant/Bookkeeper
Looking for a person experienced with Quickbooks Online to join our team.
Muti-tasker - Organized - Helping with organizing , and executing business for the Real estate and Restaurant entities.
Pay will be discussed upon interview    ","
compensation: Pay will be discussed upon interview

employment type: full-time

"
2120,Earn Up To $17/hr - Be Your Own Boss - DoorDash Driver,N/A,Jan 30,https://houston.craigslist.org/etc/d/houston-earn-up-to-17-hr-be-your-own/7270369712.html,"

QR Code Link to This Post


No passengers. No bosses. Just you, your tunes, and the road. Sign up now and start making money!","
compensation: 17.0

employment type: part-time

"
2121,Class A CDL Drivers needed urgently for OTR & up to $0.60/mile (DOE),"Houston, TX",Jan 30,https://houston.craigslist.org/trp/d/katy-class-cdl-drivers-needed-urgently/7270371518.html,"

QR Code Link to This Post


GOLDTOP LLC is looking out for some dedicated and highly motivated  drivers, who are committed to delivering loads safely and on time too . Freightliner's trucks- Automatic transmissions.

Requirements:
- Valid CDL class A at least 2-years’ experience OTR, preferably with Reefer /Dry van experience
- Medical Certificate
- Able to pass Pre-employment Drug & Alcohol test
- Great character and right attitude to work
- Relatively clean driving record (no major moving violations)
- Good communication    ","
compensation: Offering from $0.55/mile depending on years of experience with potential of covering +3,600 miles weekly.

employment type: contract

"
2122,Thaicoon Restaurant Katy - Hiring Server/Food runner,Katy,Jan 30,https://houston.craigslist.org/fbh/d/katy-thaicoon-restaurant-katy-hiring/7270362551.html,"

QR Code Link to This Post


Help wanted for Front Of House Staff including Server/Host/Food runner. Part/ Full time Pay is hourly + supplemental = $9-$17 
If interested send resume to call or text 832-466-577O    ","
compensation: 700-1k weekly

employment type: full-time

"
2123,Bookkeeper proficient in quickbooks?accounting for trucking company,southwest houston,Jan 30,https://houston.craigslist.org/ofc/d/houston-bookkeeper-proficient-in/7270348340.html,"

QR Code Link to This Post


Bookkeeper (SECRETARY)needed for construction company.Duties include bookkeeping,scanning, e-mailing.data entry, filing, dot compliant bookkeeping, and other administrative task. Other duties include running errand secretarial in general and bilingual

-40 hours per week (flexible)
-Quickbooks experience-
-D.O.T compliant booking for trucks

full time job $12-$14/hr. depending on experience
contact Tamara MASTER EXCAVATING at  or rudy 832-274-3816    ","
compensation: $12-$14hr depending on experience

employment type: full-time

"
2124,Assistant manager and store cashier,Spring - Texas,Jan 30,https://houston.craigslist.org/lab/d/spring-assistant-manager-and-store/7270344252.html,"

QR Code Link to This Post


7/eleven hiring assistant manager 13.50 per hour. and store cashier 10. 00 H . star immediately,we offered, afternoon and evening schedule,full time and Part time positions,benefits available star right now you’r new carriers with us please call me at my cell 786-301-9809 or at the store number (281) 528-9430 the store is located at 3910 spring stubner rd spring Texas 77389. Please email me at ivania0624@gmail.com . Or go direct to the website and filled the application 7-eleven.com/careers store number 40951.    ","
compensation: 10 to 13.50

employment type: full-time

"
2125,"Drivers / Lease Operators   $2,400 - $3,900 Take Home Per Week","Burr Ridge, IL",Jan 30,https://houston.craigslist.org/trp/d/willowbrook-drivers-lease-operators/7270342864.html,"

QR Code Link to This Post


Do you have the drive to be more than just a driver?    
Have you wanted to be an owner operator but have not been able to afford it? 

We have a solution for you to think about.    
We offer a no money down, walk-away lease purchase program all inclusive lease -that you will actually own in four (4) years .... 

We offer to those drivers who are new to the percentage paid contractor program a simplified and affordable contractor base model to enable you to start and get your business up and running while working towards financial success -without having to front the large sum of money to make it successful.  Working together, we leverage your 'sweat equity' and our capital backing to get your business up and running 

Our OnePlan™ covers all fixed costs -such as ….
✔	truck payment 
✔	truck maintenance 
✔	trailer maintenance 
✔	registration & plates 	
✔	highway use tax (2290)
✔	IFTA
✔	ELD 
✔	permits 

One low weekly $1,200 payment that covers all fixed costs of operating your business.  We have found that our OnePlan™ helps new operators better focus on successfully operating their business model without the added stress of micromanaging their expenses

With us all you have to do is manage your fuel costs and tolls ... 

Our freight base is solid and provides us with consistent year round freight that keeps our contractors running 
-Amazon, Wal-Mart, FedEx, UPS, Walgreens, US Postal Service .... we also have a food shippers group base that
provides us with about 45% our total freight volume ...  

We are growing and our clients have all asked for more capacity to keep up with their shipping demands 

What we can offer to you …				
✨	2021 International ProStar Plus
        »	Cummins ISX Engine
        »	12 speed automatic ... optimized fuel performance 
        »	Double bunk trucks ... plenty of storage 
        »	Refrigerator and Inverter
        »	Opti-Idle System 
✨	2019/2020/2021 53’ Dry Van Trailers 
💲	Weekly settlement of 80% - 20% split
💲	ability to GROSS $5,200 - $7,200/ week 
💲	ability to NET $2,600 - $3,800+/ week
✨	weekly freight pre-planned loads
✨	customer dedicated routes and lanes
✨	customized flex home-time scheduling your pick!!
✨	no forced dispatch 
✨	no NYC or 5 boroughs dispatching 
✨	safety incentive program 
✨	performance incentive program 
✨	referral incentive program 
✨	legal & financial tools to help you succeed 		

With our program, it is very easy for you, under our program 
🔸 to potentially gross annually $350,000 - $415,000 and 
🔹 to potentially net annually $180,000 - $250,000 

Apply online or call one of our recruiters and we will take a phone application 

Online app link:    http://www.driver-reach.com/l/6n8j9
Recruiting Number:   630-413-9054

The only thing between you and financial independence is a quick phone call ... 📞    ","
compensation: $2,400 - $3,900 realistically per week potential

employment type: full-time

"
2126,Earn Up To $17/hr - Be Your Own Boss - DoorDash Driver,N/A,Jan 30,https://houston.craigslist.org/lab/d/houston-earn-up-to-17-hr-be-your-own/7270335207.html,"

QR Code Link to This Post


No passengers. No bosses. Just you, your tunes, and the road. Sign up now and start making money!","
compensation: 17.0

employment type: part-time

"
2127,Step Deck Driver Needed - Available Now,Dallas,Jan 30,https://houston.craigslist.org/trp/d/houston-step-deck-driver-needed/7270330457.html,"

QR Code Link to This Post


-Looking for a experience step deck driver with excellent customer service skills.
-This is an over the road out of town job (you will not be home every night)
-Company is San Antonio based
-Home time - flexible 
-Payday falls immediately after trip

For more info contact: 
Rich's cell: 661-979-8795
or
Mav's cell: 925-999-5697    ","
compensation: Varies

employment type: employee's choice

"
2128,Earn $15 - $30/hr delivering packages with Amazon Flex,Houston,Jan 30,https://houston.craigslist.org/lab/d/houston-earn-hr-delivering-packages/7270310943.html,"

QR Code Link to This Post


 

Earnings matter.
Whether you’re saving up for something big or you just want to make some extra money,earning $15 - $30 an hour* will get you there faster. And you can maximize your earnings by taking Instant offers when you find a little extra time throughout your day.
 *Actual earnings will depend on your location, any tips you receive, how long it takes you to complete your deliveries, and other factors.
Make the most of your time.
Flex pays in hourly blocks. When you schedule a block, you’ll know how long it lasts and how much you can earn – all before your block begins. So, avoid driving around looking for work and feel confident that your time on the road is well spent.
Smiles for miles and miles, backed by Amazon.
Delivering packages to customers is not just a fun way to earn extra money. You also get the benefit of all the great things that come from working with Amazon: efficiency, reliability, and innovation.   
Smiles for miles, backed by Amazon.
For more information visit: flex.amazon.com Or download the iPhone or Android app
You must be 21 years old, have access to a car and a valid driver's license, pass a background check, and have an iPhone or Android smartphone.
Driving with Amazon Flex is perfect for those looking for seasonal work, temporary work, part time work, part-time work, or for those looking for a flexible full time opportunity. Individuals who currently work from home, students, interns, contract workers, or people looking to earn additional money on the side, on their lunch breaks, and on weekends can also make great delivery partners. Hours are completely flexible. You can create your own schedule. No previous experience as a transportation driver, truck driver, taxi driver, courier driver or delivery driver is necessary. We welcome those who have driven with other gig economy platforms such as Seamless, Grubhub, Eat24, Munchery, Saucey, Drizly, Google Express, Lyft, Favor, Caviar, Uber, Uber Eats, Side car, Sprig, Instacart, Rinse, Shyp, Washio, Luxe, Zirx, Postmates, Farm Hill, Rinse, Deliv, and Ease. Our delivery partners come from all backgrounds and industries ranging from traditional driving and transportation industries to more customer service and creative industries. If you are an account manager, accountant, accounting, actor, actress, admin, administrative, administrative, artist, assistant, barista, bus boy, busboy, busboy, busser, cabbie, cab driver, cab-driver, chauffeur, professional cleaner, cleaners, clerical, coffee, college student, construction, contractor, contract worker, courier, customer service, customer service agent, cyclist, data entry, data-entry, delivery driver, designer, drivers, education, entry level, entry-level, expo, finance, food runner, food-runner, foodrunner, freelancer, freelance worker, full time, full-time, gig economy user, health care, healthcare, host, hostess, hosts, human resources, human-resources, independent contractor, intern, interns, IT, limo driver, maid, maintenance, management, manager, manufacturing, marketing, messenger, musician, network marketing, nurse, office, on-demand driver, part time, part-time, private hire driver, receptionist, receptionists, restaurant, retail, retail associate, sales, sales person, salesperson, seasonal worker, server, servers, summer job seeker, teacher, teachers, temp, valet, valets, waiter, waiters, waitresses, warehouse, writer, worker, who is looking for a flexible part time or seasonal job, you should try delivering with Amazon Flex to supplement your income!

  ","
employment type: full-time

"
2129,"CDL Class A OTR Company Truck Driver up to $2,500 per week ✅✅✅",Burr Ridge,Jan 30,https://houston.craigslist.org/trp/d/hinsdale-cdl-class-otr-company-truck/7270318539.html,"

QR Code Link to This Post


$0.58 - 0.62 per mile
$1,000.00 Sign-on bonus
Up to 2500 per week

Run minimum 2800 miles weekly and earn $150 bonus for running 3,000 miles in 7 days

CLICK HERE TO APPLY NOW


We are a family-owned business and success-oriented trucking company. We have  20 years of experience in the industry based in Illinois. We are looking for honest and hardworking people ready to join our team and become a part of our mutual success. We are a great opportunity for go-getters!

What we look for:
• Over the road or regional drivers

What we offer:
• 53' Dry Van and Refers
• Constant incentives and performance bonuses (if you want it you can get it)
• Additional pick up/drop off compensation
• Paid  detention (if the broker doesn’t pay we pay!)
• Break downs paid
• Clean inspection bonuses
• ELD compliant 
• 1099

Truck and trailer equipment ranges from 2015-2020 models according to preferences and availability. 

Lease purchase options also available (call for details)
📞 6304923950

Qualifications of the Class A CDL Driver
• Truck drivers must have a valid Class A CDL license.
• Minimum of 2 years of Class A CDL driving experience -No serious accidents or violations for the past 3 years.
• Submit to a drug screening.

Responsibilities of the Class A CDL Driver
• Pre-trip and post-trip vehicle Inspection
• No loading/unloading needed (if needed, the driver will be compensated)
• Maintain the safety, security, and control of the tractor-trailer unit at all times
• Be available to dispatch and management
• Responsible use and maintenance of equipment 
• Report all faults experienced during the trip/day's activity and ensure that all information is transmitted to the company.
• Complete appropriate driving route documentation.
truck driver, cdl class a, truck driver class a,truck driver job,truck driver job class a,truck driver class a jobs
","
compensation: up to $2,500

employment type: contract

"
2130,Looking good workers for remodeling crew ASAP!!!,Houston,Jan 30,https://houston.craigslist.org/trd/d/houston-looking-good-workers-for/7270318235.html,"

QR Code Link to This Post


I am looking to hire hardworking men that are capable of what it takes to remodel a house from ground up. We do everything from flooring to sheetrock to paint to install toilets and appliance's. To be considered you'll need proof by pictures and or references of work you've done. I wont waist your time or mine if you can't cut it you'll be cut. Please only people who are willing to grow learn and work as a team answer this post. I'm looking for full time employees. Im looking for good helpers and good journeymen and good crew leaders. PRODUCTIVITY IS KEY IM NOT LOOKING FOR LAZY DRAG YOUR FEET GUYS. THERE'S NO RUSH BUT THERE'S ALWAYS A DEADLINE TO MEET AND WE MUST MEET IT.
You'll need to know
SHEETROCK/ DRYWALL
TAPE/FLOAT
TEXTURE
PAINT/ ROLL/CUT IN/ SPRAYER
USE OF BASIC HAND TOOLS HAMMER MEASURING TAPE HAMMER.
POWER TOOLS DRILLS TABLE SAW CHOP SAW NAIL GUNS PAINT SPRAYER
TILE INSTALLATION LAMINATE
STAND UP SHOWER BUILD OUT
SOME PLUMBING
MINOR ELECTRICAL
FRAMING
SIDING
SOME CONCRETE....
WE DO ALL TYPES OF WORK. IF YOU CAN'T DO AT LEAST 12 ITEMS ON THIS LIST PLEASE DON'T WASTE YOUR TIME. I NEED WELL ROUNDED GUYS WITH KNOW HOW. PUNCTUALITY IS A MUST. DRESS LIKE YOU WORK CONSTRUCTION.
BASIC TOOLS LIKE POUCH DRILL PAN KNIVES IS A MUST. WILL WORK WITH YOU IF YOU ARE TEACHABLE.
MUST HAVE GOOD ATTITUDE.
THIS IS A GREAT OPPORTUNITY TO GROW WITH A COMPANY. 
Face to face interview will be conducted before hiring.

","
compensation: Based on skill level. 120-200 a day. There will be a probation period until skill is proved.

employment type: full-time

"
2131,This AI Texting Chatbot Will Pay You $100 Over & Over,Houston,Jan 30,https://houston.craigslist.org/sls/d/houston-this-ai-texting-chatbot-will/7270315952.html,"

QR Code Link to This Post


98% of text messages are read and 90% of them are read within 3 minutes!

IF YOU ARE NOT TEXTING TO GET LEADS & CUSTOMERS IN 2021 - YOU ARE LOSING MONEY!

Our NEW AI Texting Chatbot will help you generate leads VIA PHONE & TEXT while sending you $100 - $500 for EVERY SALE YOU MAKE of our software!

This is the ONLY texting software created SPECIFICALLY for home business & network marketing professionals!

- Generate leads for your primary business by simply inviting people to text or call a phone number! (It's already proving to be insanely effective with over 1M leads generated to date!)

- Send AUTOMATED text messages to your leads.

- Get paid DIRECTLY for EVERY sale! ($100 - $500) (Our resellers have already been paid over $1M to date!)

Now you can FINALLY Automatically deliver information to prospects VIA TEXT MESSAGE!

Get your time back while generating more leads & increasing sales!

Learn more & get started  

Watch the video
https://www.clkmg.com/Dmann7/autotextsystem

Or Call 551-285-1933
","
compensation: Helping our system with connecting to people looking to improve their business to get sales and more brand awareness. This is a direct sales opportunity.

employment type: contract

"
2132,✭Deliver with DoorDash and Earn Up to $17 /Hr✭,N/A,Jan 30,https://houston.craigslist.org/fbh/d/houston-deliver-with-doordash-and-earn/7270311049.html,"

QR Code Link to This Post


No passengers. No bosses. Just you, your tunes, and the road. Sign up now and start making money!","
compensation: 17.0

employment type: part-time

"
2133,Cooks,Fulshear,Jan 30,https://houston.craigslist.org/fbh/d/katy-cooks/7270303248.html,"

QR Code Link to This Post


Hiring cooks starting pay 10.00 up to 15.00.    ","
compensation: Hourly

employment type: full-time

"
2134,Earn Up To $17/hr - Be Your Own Boss - DoorDash Driver,N/A,Jan 30,https://houston.craigslist.org/lab/d/houston-earn-up-to-17-hr-be-your-own/7270284724.html,"

QR Code Link to This Post


No passengers. No bosses. Just you, your tunes, and the road. Sign up now and start making money!","
compensation: 17.0

employment type: part-time

"
2135,Regional CDL Driver,N/A,Jan 30,https://houston.craigslist.org/trp/d/houston-regional-cdl-driver/7270275939.html,"

QR Code Link to This Post


We are looking for a class A drivers for our regional contract. We run out of Houston, Tx and run about 13 states in total. Home time is very flexible, we try to get you home for your 34hr reset.

Must be at least 24yrs old, with 2yrs of driving experience. Must have a clean MVR AND NO DUI IN THE LAST 5 YEARS!! MUST HAVE A TWIC CARD Or Able To Get One!!!!    ","
compensation: 1099 Percentage pay

employment type: full-time

"
2136,Direct shipper Runs GUARANTEED Family Dollar,N/A,Jan 30,https://houston.craigslist.org/trp/d/houston-direct-shipper-runs-guaranteed/7270275709.html,"

QR Code Link to This Post


YOU CAN USE YOUR OWN MC OR YOU CAN USE OURS
-We will provide you with the best possible freight to haul 
-These Are Actual Direct Shipper Freight with some of the highest rates in the Industry
-Broker Freight Average $3-4 per mile, Direct Shipper Family Dollar Account $5+ per mile
-Work Smarter ! Not Harder!  The freight you haul MATTERS!
-Whether MC is brand new or if you have been in this industry for 30 years we have Solutions for you
-We can also help Assist you with filing for a DOT, and keep you in compliance!  Ask about our services!


WORRIED ABOUT YOUR TRUCK PAYMENT?
Freight 48 will take over your truck lease payment upon signing up. We will grant up to $3,500 per month allotted budget and pay your truck every single month! This is how Freight 48 leads the industry with thousands of happy drivers.

WE COVER YOUR CARGO, LIABILITY, AND TRAILER INSURANCE
Freight 48 will provide you with cargo & liability insurance. $1,000,000 + $100,000 cargo. We also provide extra specialty insurance for our direct shipper clients.

FREIGHT 48 FIRST LOAD PAY OUT PROGRAM
Freight 48 knows that you need to get paid immediately, as soon as the load is funded we will direct deposit it on your first load. What does this mean for the driver? No escrow, no payment delays.

FUEL & CASH ADVANCING
Upon deployment, you will receive your Freight 48 cash advance card where you will have access to not only a credit line of fuel but a credit line for personal items, truck repairs, and even a hotel stay. for personal items, truck repairs, and even a hotel stay.

24/7 ASSISTANCE & DISPATCH
Unlike some of our competitors, we don't go home at 5 P.M. We are 24/7 to sign you up, help you on or off the road and even assist in towing or emergency breakdown situations.

NO BROKER FREIGHT
We will provide you 53' dry van trailers, AND WE ONLY RUN DIRECT SHIPPER LANES. We will not book you off of a low paying load board unless you are being dispatched out of Florida outbound. We do run all 48 states.

- We Keep You Moving (Only High Pay Rates) we can have you running our (Aldi / Family Dollar Dedicated Routes we will pay for your lumper) 
- Awesome Work/Life Home Balance!
- Monthly Statements, Direct Deposit Paid Weekly     
- Regionally based FSC program   
- We provide Fuel Cards 
- Excellent fuel discounts (up to $0.25 per gallon at the pump)   
- Nationwide tire purchase discounts   
- Average loads weigh less than 23,000 pounds   
- Pre-loaded trailer 53's dry van
- You must have your own IFTA / IRP Apportioned Plates
- Year Round dedicated routes
- TEXT/ CALL NOW FOR MORE INFO : 866-350-9587
-100% Transparency- Documentation, pricing and fees disclosed upfront.

-Most our dedicated lanes are $4 per mile, year round! That is twice any market rate, brokered freight, or any of our competitors
","
compensation: 9000-11000

employment type: full-time

"
2137,MEDICAL ASSISTANT NEEDED ASAP,NORTHWEST HOUSTON (OAK FOREST/GARDEN OAKS/INWOOD FOREST),Jan 30,https://houston.craigslist.org/hea/d/houston-medical-assistant-needed-asap/7270274855.html,"

QR Code Link to This Post


We are a pediatric clinic that has been active in the Houston Area for over 20 years. We are looking for an energetic medical assistant who loves to work with children of all ages and must be bilingual. Knowledge of EMR is a must and experience with Eclinicalworks is a PLUS!

*WE ARE LOOKING TO HIRE ASAP*  

We are a fast paced clinic 

Tasks are as follows but not limited too-

Answer phones and make appointments
Administer immunizations/ newborn screening
Triage patients (vitals/ fingerstick)
Verify insurances/ check in check out patients
","
compensation: negotiable

employment type: full-time

"
2138,Dump Truck Driver,HOUSTON,Jan 30,https://houston.craigslist.org/trp/d/houston-dump-truck-driver/7270269448.html,"

QR Code Link to This Post


Kenworth dump truck driver for the local region - Houston and surrounding areas. CDL required and Medical card.

Please call or text Junior @ 832-249-0359 for more information.

Operador de camion Kenworth para la región local de Houston y sus alrededores. CDL necesario targets medica.

Por favor llame o envíe un mensaje de texto a Junior al numero 832-249-0359 para mas información.


","
compensation: Call for further details. Llamar para mas informacion.

employment type: contract

"
2139,Hiring Fast Casual Server - Craft Pita ($10 Hr + Tips),Galleria,Jan 30,https://houston.craigslist.org/fbh/d/houston-hiring-fast-casual-server-craft/7270267820.html,"

QR Code Link to This Post


Fast Casual Server at Craft Pita

$10/hr + Tips

Please fill out job application via this link: https://toast.estratex.com/Jobs/CraftPita

Or apply in person, please do not send resumes.

We are looking for team members that are guest oriented, adaptable, and wanting to grow with a new company.

Our fast casual server position is responsible for welcoming our guest, guiding them through our menu, and taking their order. Craft Pita is a counter service model so guest will walk in and place their order at the counter. Fast casual servers will also be serving alcoholic beverages and coffee. They will also be responsible for following up with guest at the table.

We have very flexible schedules. You will play a vital role in a startup restaurant, and we would love for you to join our team!



Requirements:

No prior experience necessary
Food handlers certificate
TABC certificate
","
compensation: $10/hr

employment type: full-time

"
2140,Tutor the LSAT From Home - $60 per Hour!,Online,Jan 30,https://houston.craigslist.org/edu/d/houston-tutor-the-lsat-from-home-60-per/7270262775.html,"

QR Code Link to This Post


We want to hire you if you are a good teacher: personable, engaging, and invested in your students' success. If you meet our minimum score requirement of 170 on your official LSAT, we are confident that we can train you to teach the test effectively. If you took the LSAT a while ago and no longer feel like an expert, that's okay. We will help you get back into form. Our starting rate of pay is $60 per hour.

We support our tutors with resources, attention, and training opportunities. We provide you with a visually appealing, highly intuitive curriculum that will ensure you can meet even your most discerning students’ needs. 

This doesn’t have to be a side job but it can be. Many of our tutors work full-time with us. Others work primarily as lawyers. You can be tutoring full-time for us within weeks. 

Yes, you really can tutor the LSAT full time if you work for us – many of our tutors earn comfortable full-time incomes. And you can earn up to $90/hour within months of joining our team.

Part-time is great too! Many of our other tutors run their own legal practices or work for nonprofits. We can offer you whatever amount of work makes sense for your own schedule. Flexible hours mean that you decide when you work – we don’t tell you when to show up to a session; you plan and schedule them with your students. And working from home means that you don’t have to worry about an annoying commute.

Our baseline requirement is that you scored a 170 or above on the LSAT. More importantly, all of our tutors are expected to be engaging, personable instructors who enjoy helping prospective attorneys achieve a difficult goal. If working one-on-one with a student who is pursuing their dream sounds gratifying to you, we hope you’ll get in touch today.

For more information, please reply to this ad with your resume and LSAT score. Please address your email to Josh. You can also learn more at thelsatnerds.com/hiring.

The LSAT Nerds team believes that our tutoring and admissions assistance should be provided by highly qualified professionals who are representative of the students we teach and the communities we serve. We celebrate diversity and strive for our workforce to include people of all backgrounds. We are united by a desire to empower aspiring young lawyers to succeed. Thus, we are steadfastly dedicated to being an equal opportunity employer.
","
compensation: $60 per Hour

employment type: employee's choice

telecommuting ok

"
2141,Bilingual Sales/Secretary,Houston,Jan 30,https://houston.craigslist.org/sls/d/houston-bilingual-sales-secretary/7270261455.html,"

QR Code Link to This Post


Bilingual Secretary/Sales wanted!!!
Must be bilingual. Sales, answering incoming and outgoing call. Great pay, commission offered!!
Contact Roy @ 713-688-1201    ","
compensation: $12-15 per hour

employment type: full-time

telecommuting ok

"
2142,Earn Up To $17/hr - Be Your Own Boss - DoorDash Driver,N/A,Jan 30,https://houston.craigslist.org/trp/d/houston-earn-up-to-17-hr-be-your-own/7270255500.html,"

QR Code Link to This Post


No passengers. No bosses. Just you, your tunes, and the road. Sign up now and start making money!","
compensation: 17.0

employment type: part-time

"
2143,Admin/Warehouse,Houston,Jan 30,https://houston.craigslist.org/ofc/d/houston-admin-warehouse/7270227546.html,"

QR Code Link to This Post


We have two positions available in our company for a Admin/Warehouse assistance.

The person will be expected to be responsible for a number of varied task from administration, data entry, communicating with vendors, receiving material, processing and arranging collection of material for delivery.

We are looking for a dynamic person, not necessarily with experience as we are willing to train you in our processes. Independent hard working and reliable person. A self starter, someone that is able to multitask and with great organizational skills.

• Full- Time Position Working Hours are from 8am to 4pm , 4 days a week, plus 1 Saturday ( midday) a month.
• Part-time Position Working Hours are from 1am to 4pm , 3 days a week, plus 1 Saturday ( midday) a month.
• Hourly Pay starting at $13.50 ( room for advancement)

About our Company

Stablished in 2014, we are a buying house based in Houston that provides services to the Oil and Gas Industry globally.

If you would like to present your interest for these positions, please send your CV, if selected you will received an email with the details regarding a phone interview ( no phone calls will be made before that time). Please let us know what position you are applying for.

This is NOT a sales or canvassing position, we are a reputable and stablish company, looking for likewise candidates.

Look forward to hear from you    ","
compensation: 13.50 per hour

employment type: contract

"
2144,"Hiring CDL-A Teams, Can Match - OTR - $80k+/yr EACH DRIVER",Houston,Jan 30,https://houston.craigslist.org/trp/d/houston-hiring-cdl-teams-can-match-otr/7270226485.html,"

QR Code Link to This Post


TSMT Seeking Class A Driving Teams!Up To $80K a Year & $2,000 Transition Pay, Payable in 1st Three WeeksTake the $5k Bet - If You Don't Earn More Money Driving for Tri-State in the First 6 Months, We'll Give You $5,000!Call and Speak with a Recruiter Today 844-852-3317 // Apply OnlineEstablished Teams Driver Benefits:Specialized freight including Arms & Ammunition (AA&E) for military$2,000 Transition Pay, Payable in the First 3 WeeksAverage weekly pay $1,400-$1,700 per driverUp to $80,000 per driver a year + annual bonuses100% employer paid health insurancePaid vacationWeekly pay scheduleRequirements:Verifiable Class-A CDL23 years of age or olderMust be an established teamMinimum of 1 year recent OTR experienceTanker & hazmat endorsements, or the ability to get themInterested? Have Any Questions?Call 844-852-3317 or Visit Our Site for More Info/to Apply!Tri-State: The Leader in High Security TransportationWelcome to Tri-State and our family of specialized transportation companies. Each and every day we focus on treating our employees, customers and suppliers with the highest level of dignity and respect. We strive to exceed all expectations for safety, security and customer service. You can trust us to get the job done – THE RIGHT WAY.We are especially committed to providing our drivers a consistent high wage for their time and effort over the road. Our guaranteed daily rate plus activity pays and monthly bonuses, are all geared towards putting each of our company truck drivers up to the $80,000 salary range. Brand new trucks, excellent benefits, and a very flexible home time policy help to make us one of the most attractive companies in the industry.Start Here  : http://tri-state-motors-_mjNMdcljobs.joveo.com/job_485454922 ","
compensation: Average $1,400-$1,700/wk Each

employment type: full-time

"
